epoch,train_loss,val_metric
1,2.601888053557452,0.16918897943344974
2,2.466841424212736,0.31431897555296856
3,2.257181833772098,0.45168800931315484
4,2.091125909019919,0.48738843616608457
5,1.9708392725271338,0.5153279006596818
6,1.8738144566031063,0.5366705471478463
7,1.7957928776741028,0.5607295304617773
8,1.7311373212758232,0.5785797438882422
9,1.6754818698939156,0.5913853317811408
10,1.6303815736490137,0.6022506790842065
11,1.5878810426768135,0.6158323632130385
12,1.5541600023998934,0.6224291812184711
13,1.5230119438732372,0.6317423360496701
14,1.4983029400601107,0.6360108653473031
15,1.4776263307122623,0.640279394644936
16,1.4610215109937332,0.6449359720605355
17,1.4485799214419197,0.6480403570042685
18,1.436664574286517,0.6495925494761351
19,1.4309429771759932,0.6523088863019014
20,1.4272194574860966,0.6530849825378346
