epoch,train_loss,val_metric
1,2.645933992722455,0.11123941493456505
2,2.501982436460607,0.41416474210931487
3,2.244186092825497,0.46150885296381833
4,2.045838580412023,0.48306389530408006
5,1.9119013582958895,0.5188606620477291
6,1.8162419340189766,0.554657428791378
7,1.7345960385659163,0.5781370284834488
8,1.6699416602359098,0.5958429561200924
9,1.6145777036161983,0.6081601231716706
10,1.566853733623729,0.6204772902232486
11,1.5281197428703308,0.6312548113933796
12,1.492942824083216,0.6358737490377213
13,1.4629177661503063,0.6424172440338722
14,1.4381633541163277,0.6501154734411085
15,1.4189880770795487,0.6581986143187067
16,1.4023646046133602,0.6655119322555813
17,1.389250148745144,0.6685912240184757
18,1.3796324239057653,0.670130869899923
19,1.3738240845063154,0.6705157813702848
20,1.3677813971743864,0.6709006928406467
