epoch,train_loss,val_metric
1,1.0180391661664272,0.6018529328927706
2,0.6424379908023996,0.7788369863608307
3,0.44220956589313265,0.8271332734951474
4,0.3858123632187539,0.8458564092625648
5,0.3607082320654646,0.8564888012100135
6,0.34505718692820125,0.8632192055289678
7,0.3364137479599486,0.8675410559877068
8,0.3296748997683221,0.8716577467241002
9,0.32510796614149784,0.8709250263705899
10,0.3169554833402025,0.8764015867874667
11,0.3115069470507033,0.8785302327648168
12,0.31176320200270796,0.8780858548226487
13,0.30637490755700053,0.8793147562615065
14,0.30407998327245106,0.8794443666082381
15,0.30229124306364263,0.881952465027943
16,0.30059458194894995,0.8821253171995861
17,0.2990216531652085,0.8809588155222666
18,0.29693708216890374,0.8819683591321363
19,0.2950355933701738,0.8821809208365269
20,0.29608643346644464,0.882127748792395
