epoch,train_loss,val_metric
1,0.9205110326726386,0.5973020968359005
2,0.531936924857028,0.856330852114114
3,0.36613603766928327,0.8864178579066768
4,0.3177239442759372,0.8979966090871137
5,0.28533764665431166,0.904010790031
6,0.27435591937379633,0.9047120397030117
7,0.25829460842812313,0.9079861057121948
8,0.2513028165127369,0.9119646291636889
9,0.24167989067574766,0.9139924840308158
10,0.23474611475112592,0.9146218314097798
11,0.22969541831853543,0.9163826277507768
12,0.22540135091923652,0.9190683413778754
13,0.2212827263360328,0.9198246253120074
14,0.21644817165871885,0.9188999014758901
15,0.21355605423846777,0.9206686585974705
16,0.21187890095913664,0.9195577896031485
17,0.21366143638783314,0.9189740340041849
18,0.20686288216012588,0.9205043163984379
