epoch,train_loss,val_metric
1,2.6507678943521835,0.11175785797438882
2,2.484122668995577,0.3798991074893287
3,2.2137379576178158,0.43538998835855647
4,2.026458266903372,0.47419480015521925
5,1.9041967532213997,0.5230888630190144
6,1.8095145891694462,0.5587892898719441
7,1.731948452837327,0.5847885137757082
8,1.6673186281148125,0.6022506790842065
9,1.6129205121713526,0.6150562669771051
10,1.5657702999956467,0.6228172293364377
11,1.5264329524601208,0.6356228172293364
12,1.4936241297160877,0.6441598758246022
13,1.463686795795665,0.6511447419480015
14,1.4402420100043802,0.656965463717501
15,1.418599644128014,0.663174233604967
16,1.4035097430734074,0.6674427629026
17,1.391604160561281,0.6709351959642996
18,1.3798558992498062,0.6728754365541327
19,1.3727104769033545,0.6744276290259992
20,1.3706394854713888,0.6744276290259992
