epoch,train_loss,val_metric
1,0.9142095867623674,0.634667929552328
2,0.541841773783907,0.815407568549864
3,0.4025255536779444,0.8619786976922896
4,0.35839970990064296,0.8684456449483585
5,0.3395068453981521,0.8754863337548964
6,0.32860846906266317,0.8749151743983544
7,0.3187164807414755,0.8814990311822467
8,0.3110471990514309,0.886267076372809
9,0.3077724903821945,0.8865138115995908
10,0.30175073165842825,0.8877734629239805
11,0.3000558334462186,0.8855592296691455
12,0.2974029269624264,0.8883365977175727
13,0.2926720948929482,0.8889583386054319
14,0.2919562164773332,0.889298631142277
15,0.28985986950549675,0.8905159936252067
16,0.2874937010889358,0.8915002925293681
17,0.28601727498338575,0.8912970657958859
18,0.2854096038623693,0.8915606754807075
19,0.28560547873060754,0.8917441389973403
20,0.2824932182088811,0.8916937341975633
