epoch,train_loss,val_metric
1,2.69410002932829,0.119906868451688
2,2.5077070418526146,0.3775708187815289
3,2.2355702133739697,0.42801707411719053
4,2.054759789915646,0.46022506790842066
5,1.9284524952664095,0.4974776872332169
6,1.8361910862081192,0.5343422584400466
7,1.7582432908170365,0.5595653861078774
8,1.693936256801381,0.5816841288319752
9,1.6391738583059872,0.5975941016686069
10,1.5932460953207577,0.6107877376794723
11,1.5520211247836841,0.6212650368645712
12,1.5167075255337883,0.6274738067520372
13,1.4888552883092094,0.6352347691113698
14,1.4649510734221514,0.640279394644936
15,1.4438543284640593,0.6480403570042685
16,1.4271727344569038,0.6499805975941017
17,1.414324536043055,0.6523088863019014
18,1.402673181365518,0.6542491268917345
19,1.3977869223145878,0.6561893674815678
20,1.3944690718370325,0.6565774155995343
