epoch,train_loss,val_metric
1,0.9239278306352331,0.5956810513264782
2,0.6050121104463618,0.8052916024607023
3,0.42028395127742846,0.8535264229271472
4,0.3761162109831546,0.8630572201099488
5,0.3552933264920052,0.8721877031241195
6,0.3451213810672151,0.8731316711822451
7,0.33625937104225156,0.8737444380498575
8,0.32707765996456145,0.8773399040438777
9,0.320978511584566,0.880210398053187
10,0.31632983627471517,0.882982719452026
11,0.3118262739891702,0.8841475252943405
12,0.30943619859345417,0.8841367321431005
13,0.3052579783378763,0.886404896615167
14,0.303509055680417,0.8861522463826181
15,0.30223517785681053,0.885843531871938
16,0.30082812924334346,0.8854214737435944
