epoch,train_loss,val_metric
1,0.9307587194950022,0.5956543810750047
2,0.6120292548803573,0.7169245597268188
3,0.5026280081018488,0.7843399154158519
4,0.4547838066486602,0.8078695127920509
5,0.42604044523644957,0.8235156351171938
6,0.40954790432402427,0.8322263991611497
7,0.3960896886409597,0.8407091779863778
8,0.3881687359606966,0.845290665414711
9,0.3781700636478181,0.8467206467552105
10,0.374231057027553,0.8504938818704946
11,0.370953963665252,0.8525282830673542
12,0.3666414331248466,0.8529702279823476
13,0.3625279385992821,0.8554681480207126
14,0.35986085698959674,0.8564788467603975
15,0.3591967446372864,0.856909560119006
16,0.35657176299298066,0.857242723812509
17,0.3610682729710924,0.8589202879318855
18,0.3543894481151662,0.859334881789835
19,0.35388587548377665,0.8593528430616121
20,0.3521413925480335,0.8596065150671046
