epoch,train_loss,val_metric
1,0.8843827847470629,0.5950431793286506
2,0.6701908010117551,0.6571662650497722
3,0.5501936425553992,0.7221322990969036
4,0.48702431803053997,0.7621209564997236
5,0.4509276585376009,0.7898237419058902
6,0.4254665402655906,0.805631805656987
7,0.40877484527040037,0.8177724557180107
8,0.3933337504559375,0.8234474185451965
9,0.3843212648909143,0.8279695075848971
10,0.37660770644532876,0.8366896565383437
11,0.36911770168771135,0.8411961427650799
12,0.3633409898965917,0.8429822175259818
13,0.3593004605871566,0.8442638891420735
14,0.3550529457153158,0.8462463768880872
15,0.35122917579843643,0.8468119001516963
16,0.3503347455187047,0.8485507165396247
17,0.3480970797386575,0.8489073062641
18,0.34680039096385873,0.8492611496486837
19,0.34579638052493966,0.8496894632315924
20,0.3461531729774272,0.8497565936876134
