epoch,train_loss,val_metric
1,2.648762219092425,0.10205665502522313
2,2.484246667693643,0.3449747768723322
3,2.239441619199865,0.4357780364765231
4,2.047524059520048,0.4637175009701203
5,1.9090793939197765,0.4986418315871168
6,1.8166861078318428,0.5273573923166472
7,1.7457710785024307,0.5494761350407451
8,1.6938707618152393,0.5646100116414435
9,1.6430500254911535,0.5793558401241754
10,1.6082854200811947,0.5929375242530074
11,1.5749026466818417,0.6022506790842065
12,1.547395664102891,0.6080714008537058
13,1.5221034814329708,0.6127279782693054
14,1.5052836046499365,0.6201008925106714
15,1.4877635941785925,0.6255335661622041
16,1.478194608407862,0.6278618548700039
17,1.4678496157421785,0.6290259992239038
18,1.455925769665662,0.63290648040357
19,1.4535830055966097,0.6340706247574699
20,1.453309244969312,0.6340706247574699
