epoch,train_loss,val_metric
1,0.8502098542578677,0.6131638762805649
2,0.6088232959838624,0.7180949331804951
3,0.5008300937236624,0.7771181587872191
4,0.4523162051718286,0.8096789259955136
5,0.42515890091023545,0.8256145502122867
6,0.40927597068725746,0.8346413787808149
7,0.39720673852778493,0.8419145500884992
8,0.38816472291946413,0.8442965430213277
9,0.3841459881752095,0.8473753344157819
10,0.37447774321474925,0.8493977606633715
11,0.36944878874941073,0.8526291239867448
12,0.36582027515198323,0.8546205655443606
13,0.3626066305535905,0.8544847681358572
14,0.36196431416146296,0.8568191391186896
15,0.3578281138805633,0.8580325382092182
16,0.3571296816176556,0.8578391777959795
17,0.3551729587164331,0.8588843577288924
18,0.35471169929555124,0.8596026983854317
19,0.35345244103289664,0.8599873877114086
20,0.35318491395483625,0.8597926780886286
