epoch,train_loss,val_metric
1,2.6644540604423073,0.0710128055878929
2,2.540469204678255,0.35273573923166474
3,2.34121633978451,0.4447031431897555
4,2.1745239776723526,0.4586728754365541
5,2.057173399364247,0.4687621265036865
6,1.9686719880384558,0.48777648428405124
7,1.8995883780367233,0.5052386495925495
8,1.8448076388415169,0.5258051998447808
9,1.7950558276737438,0.5405510283275126
10,1.7506092716665829,0.5587892898719441
11,1.7184062424828024,0.573535118354676
12,1.6872055039686316,0.5855646100116414
13,1.6635099439059986,0.5941016686069073
14,1.6444820200695711,0.6010865347303066
15,1.6238710179048426,0.6072953046177726
16,1.607925467631396,0.6119518820333721
17,1.5968336182482101,0.6135040745052387
18,1.5860300625071806,0.6150562669771051
19,1.58210408336976,0.6150562669771051
20,1.5814347547643326,0.6150562669771051
