epoch,train_loss,val_metric
1,2.6480318658492146,0.12509622786759045
2,2.5132330024943634,0.25519630484988454
3,2.2757790789884678,0.4387990762124711
4,2.0839995075674618,0.4657428791377983
5,1.9434538413496578,0.49345650500384913
6,1.8444633028086495,0.5111624326404927
7,1.7701282746651594,0.5361816782140107
8,1.7188893241040848,0.5585065434949962
9,1.6688021561678719,0.5677444187836798
10,1.6325816301738514,0.5796766743648961
11,1.596955138094285,0.5912240184757506
12,1.571054202668807,0.5969976905311778
13,1.5452594792141634,0.6046959199384142
14,1.5298601844731499,0.6104695919938414
15,1.5119211743859684,0.6150885296381832
16,1.4972236997940962,0.6181678214010777
17,1.4887060698340921,0.6212471131639723
18,1.4737188921255224,0.6212471131639723
19,1.4758004090365242,0.6220169361046959
20,1.4698480613091414,0.6220169361046959
