epoch,train_loss,val_metric
1,0.9119097534646379,0.6471652412447049
2,0.5496537956785649,0.808057162593759
3,0.4096133342448701,0.8610707630045462
4,0.3663375826909187,0.8706909350578886
5,0.3446837933139598,0.8727520993435601
6,0.332449923867875,0.8785783261623888
7,0.32005020912657395,0.8843758876540878
8,0.31205701396820396,0.8873424418420669
9,0.30672102285192365,0.889865304002926
10,0.3008044092579091,0.8907442441120731
11,0.29671562421829145,0.8920476134377756
12,0.2957064984960759,0.894783607500474
13,0.29081340020007274,0.8940189212167816
14,0.28712620215213047,0.8965730117261085
15,0.28579014710923456,0.8975176958706054
16,0.28334168056224257,0.8976147637185213
17,0.2830022026883795,0.897258533313378
18,0.2833887611456374,0.8980598743420588
19,0.2833234608807462,0.8987631588877358
20,0.27893458690415035,0.8980951901149817
