epoch,train_loss,val_metric
1,0.9010732338783589,0.5950431793286506
2,0.6558629609168845,0.6652889712197637
3,0.5423754032621992,0.7167232128351521
4,0.4819474886072443,0.7703667517809946
5,0.44674893008901717,0.7903780774242263
6,0.424348838659043,0.808263365268283
7,0.40834182044293016,0.8197052535842773
8,0.39713054476900306,0.8247563928981205
9,0.3859077236753829,0.8328256907440018
10,0.3771150297306954,0.8380126446616012
11,0.3721863292633219,0.8395079804184973
12,0.36477204478801567,0.8424773639393738
13,0.36106123860846173,0.8429786297693482
14,0.35829826745581117,0.8451314225251373
15,0.35594616900099085,0.8453091868192815
16,0.35517951212030774,0.8469461442578516
17,0.35254945158958434,0.8476348602083777
18,0.34937539772784454,0.8484071680590772
19,0.3499250421498684,0.8487804889329905
20,0.3480286551916853,0.8487804889329905
