epoch,train_loss,val_metric
1,0.9962132530009493,0.7265643022140797
2,0.4958550657363648,0.8768176119570448
3,0.3581753120143363,0.8930190688082098
4,0.3153708476969536,0.8989358494603671
5,0.29037880263430005,0.9027057989269012
6,0.2739111121030564,0.9027089469070101
7,0.26109788430498,0.907243429366618
8,0.2529924425038886,0.909479113029635
9,0.2443333519266007,0.9088189647409292
10,0.2374496153060426,0.91007321552902
11,0.23113092165044014,0.9118734899209309
12,0.22929563997907842,0.9139244594437682
13,0.22448119492606913,0.9128941554067702
14,0.21962762585979828,0.9146576482293564
15,0.21607791610220645,0.9158357844416102
16,0.21452252103927288,0.9171814798269018
17,0.21138955995123437,0.9180727831829777
18,0.20949799526245036,0.916727139835778
19,0.20650303382822807,0.918539106325659
20,0.20867796727317445,0.9184618668498978
